STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,SNWD,SNWD_ATTRIBUTES,DAPR,DAPR_ATTRIBUTES,MDPR,MDPR_ATTRIBUTES,WESF,WESF_ATTRIBUTES
US1NCBC0087,8/14/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,8/15/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/16/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/18/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",23,",,N",,,,,,,,,,
US1NCBC0087,8/19/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",38,",,N",,,,,,,,,,
US1NCBC0087,8/20/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",84,",,N",,,,,,,,,,
US1NCBC0087,8/21/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",312,",,N",,,,,,,,,,
US1NCBC0087,8/22/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,8/23/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",38,",,N",,,,,,,,,,
US1NCBC0087,8/24/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,8/25/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/26/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/27/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/28/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/29/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/30/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,8/31/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/1/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/2/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/3/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",246,",,N",,,,,,,,,,
US1NCBC0087,9/4/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,9/5/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",23,",,N",,,,,,,,,,
US1NCBC0087,9/6/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,9/7/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,9/8/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,9/9/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/10/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,9/11/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",124,",,N",,,,,,,,,,
US1NCBC0087,9/12/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",135,",,N",,,,,,,,,,
US1NCBC0087,9/13/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,9/17/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",1875,",,N",0,",,N",,,,,,,,
US1NCBC0087,9/23/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,6,",,N",0,",,N",,
US1NCBC0087,9/24/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,9/25/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",30,",,N",,,,,,,,,,
US1NCBC0087,9/26/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,9/27/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",140,",,N",,,,,,,,,,
US1NCBC0087,9/30/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",1346,",,N",,,,,,,,,,
US1NCBC0087,10/1/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",13,",,N",,,,,,,,,,
US1NCBC0087,10/2/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/8/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,6,",,N",36,",,N",,
US1NCBC0087,10/9/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",135,",,N",,,,,,,,,,
US1NCBC0087,10/10/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/11/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",1237,",,N",,,,,,,,,,
US1NCBC0087,10/12/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",84,",,N",,,,,,,,,,
US1NCBC0087,10/13/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,10/14/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/15/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,10/16/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/17/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",135,",,N",,,,,,,,,,
US1NCBC0087,10/18/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/21/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",0,"T,,N",,
US1NCBC0087,10/22/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/23/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,10/24/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/25/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,10/26/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",389,",,N",,,,,,,,,,
US1NCBC0087,10/27/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",137,",,N",,,,,,,,,,
US1NCBC0087,10/28/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,10/29/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/5/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",157,",,N",,,,,,,,,,
US1NCBC0087,11/6/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/7/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,11/8/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,11/9/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",99,",,N",,,,,,,,,,
US1NCBC0087,11/10/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",38,",,N",,,,,,,,,,
US1NCBC0087,11/11/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/12/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",145,",,N",,,,,,,,,,
US1NCBC0087,11/13/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",325,",,N",,,,,,,,,,
US1NCBC0087,11/18/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,5,",,N",470,",,N",,
US1NCBC0087,11/19/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,11/25/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,6,",,N",323,",,N",,
US1NCBC0087,11/26/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,11/27/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,11/28/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,11/29/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/2/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",178,",,N",,
US1NCBC0087,12/4/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,12/5/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,12/6/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/7/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/24/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,17,",,N",1331,",,N",,
US1NCBC0087,12/25/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/26/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,12/27/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,12/28/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",902,",,N",,,,,,,,,,
US1NCBC0087,12/29/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",170,",,N",,,,,,,,,,
US1NCBC0087,12/30/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",18,",,N",,,,,,,,,,
US1NCBC0087,12/31/2018,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",43,",,N",,,,,,,,,,
US1NCBC0087,1/1/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",18,",,N",,,,,,,,,,
US1NCBC0087,1/3/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",216,",,N",,,,,,,,,,
US1NCBC0087,1/4/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",262,",,N",,,,,,,,,,
US1NCBC0087,1/5/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",61,",,N",,,,,,,,,,
US1NCBC0087,1/6/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/7/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,1/8/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/9/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/10/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/11/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/13/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",201,",,N",,
US1NCBC0087,1/14/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,1/15/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/16/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/17/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/25/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,8,",,N",531,",,N",,
US1NCBC0087,1/26/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/27/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,1/28/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,1/29/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,1/30/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",23,",,N",,,,,,,,,,
US1NCBC0087,2/1/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/3/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,2/4/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/5/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,2/6/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,2/7/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/8/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/9/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,2/10/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",20,",,N",,,,,,,,,,
US1NCBC0087,2/11/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",30,",,N",,,,,,,,,,
US1NCBC0087,2/12/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",165,",,N",,,,,,,,,,
US1NCBC0087,2/13/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",117,",,N",,,,,,,,,,
US1NCBC0087,2/14/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/15/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/16/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",94,",,N",,,,,,,,,,
US1NCBC0087,2/17/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",18,",,N",,,,,,,,,,
US1NCBC0087,2/18/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",363,",,N",,,,,,,,,,
US1NCBC0087,2/19/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/20/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",312,",,N",,,,,,,,,,
US1NCBC0087,2/21/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",231,",,N",,,,,,,,,,
US1NCBC0087,2/22/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",351,",,N",,,,,,,,,,
US1NCBC0087,2/23/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",74,",,N",,,,,,,,,,
US1NCBC0087,2/24/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",107,",,N",,,,,,,,,,
US1NCBC0087,2/25/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,2/26/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,2/27/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,3/11/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,12,",,N",480,",,N",,
US1NCBC0087,3/12/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,3/13/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,3/14/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,3/16/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",51,",,N",,,,,,,,,,
US1NCBC0087,3/17/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,3/18/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,3/19/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,3/20/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/21/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/26/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,5,",,N",71,",,N",,
US1NCBC0087,3/27/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,3/28/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,3/29/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/30/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,3/31/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",51,",,N",,,,,,,,,,
US1NCBC0087,4/1/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,4/2/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,4/3/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/4/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/5/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",86,",,N",,,,,,,,,,
US1NCBC0087,4/7/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",0,",,N",,
US1NCBC0087,4/8/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,4/9/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",257,",,N",,,,,,,,,,
US1NCBC0087,4/13/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,4,",,N",61,",,N",,
US1NCBC0087,4/14/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",254,",,N",,,,,,,,,,
US1NCBC0087,4/15/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",315,",,N",,,,,,,,,,
US1NCBC0087,4/16/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,4/17/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/20/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",640,",,N",,
US1NCBC0087,4/22/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,4/24/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,4/27/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,3,",,N",46,",,N",,
US1NCBC0087,4/28/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,4/29/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,4/30/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/1/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/2/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/3/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/4/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,5/5/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",257,",,N",,,,,,,,,,
US1NCBC0087,5/7/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",20,",,N",,
US1NCBC0087,5/8/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,5/9/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,5/10/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,5/11/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",114,",,N",,,,,,,,,,
US1NCBC0087,5/12/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",300,",,N",,,,,,,,,,
US1NCBC0087,5/13/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",8,",,N",,,,,,,,,,
US1NCBC0087,5/14/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",3,",,N",,,,,,,,,,
US1NCBC0087,5/15/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/16/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/17/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
US1NCBC0087,5/18/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/19/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/20/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/21/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/22/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/23/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",20,",,N",,,,,,,,,,
US1NCBC0087,5/25/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",,,,,,,2,",,N",23,",,N",,
US1NCBC0087,5/26/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/27/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",5,",,N",,,,,,,,,,
US1NCBC0087,5/28/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/30/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,5/31/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,6/1/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",10,",,N",,,,,,,,,,
US1NCBC0087,6/2/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,6/3/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,6/4/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,",,N",0,",,N",,,,,,,,
US1NCBC0087,6/5/2019,35.479675,-82.284756,624.2,"BAT CAVE 1.9 N, NC US",0,"T,,N",,,,,,,,,,
